,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
34777,0.2668421660753663,85.0,0.25589856483763,65.0,0.230857433799503,86.0,0.11027731473431608,64.0,0.34972175052013693,32.0
10964,0.2501231039375619,104.0,0.21977726445405954,122.0,0.21356065821553355,111.0,0.07478311619847257,100.0,0.2677154764688146,67.0
94345,0.23326346827043612,128.0,0.2207535479744766,119.0,0.19954577807240503,134.0,0.07599636246201238,93.0,0.26993619263214713,64.0
96310,0.24514872038283417,111.0,0.2062844163129474,147.0,0.19895709354062796,137.0,0.0958745472078632,76.0,0.2813388387057977,56.0
10948,0.2583680426116561,97.0,0.23230339870919942,97.0,0.227163709889863,89.0,0.04579041074952209,174.0,0.21643959131018775,139.0
34756,0.21462559442185564,155.0,0.20213646421179438,157.0,0.19262404935529465,144.0,0.04467310356669278,179.0,0.1972730233531002,164.0
34346,0.18818195637046775,182.0,0.19281705099102106,168.0,0.17150299826226634,176.0,0.04257370775810344,190.0,0.1921204163845788,172.0
17500,0.17496483434140528,192.0,0.17977372026246022,184.0,0.1627184560921425,188.0,0.04160220679061485,192.0,0.18334703146095097,183.0
18867,0.22064244117878476,145.0,0.19661399918673006,164.0,0.19012572276138748,145.0,0.0443217603623746,182.0,0.19557611633715602,167.0
17499,0.195532876941812,171.0,0.18993923816853722,171.0,0.1706461296650584,179.0,0.04242205243118512,191.0,0.19217180273658596,171.0
13641,0.2528987160813778,101.0,0.21038832999777834,138.0,0.21437043770184572,108.0,0.0467498621215234,166.0,0.2037678868377484,156.0
11004,0.3732899797326625,11.0,0.39953328256427945,16.0,0.37224111195964193,12.0,0.22373798438192485,25.0,0.2962422725733272,46.0
10963,0.216554732211082,152.0,0.19274699133172127,169.0,0.18751256913743142,152.0,0.04403467643148468,185.0,0.19296165822408645,169.0
10480,0.30202027177417023,42.0,0.3260607716446167,27.0,0.29340696183945475,33.0,0.14279000836907352,48.0,0.25919390329973113,75.0
10476,0.19222095107332432,178.0,0.18607896633488408,174.0,0.1684016325986849,181.0,0.04468156416336972,178.0,0.18974292735227882,174.0
92760,0.2884480250095148,57.0,0.241433618886031,85.0,0.24852858196332772,61.0,0.04797937638242905,161.0,0.2224146563686503,135.0
92033,0.19400319051851717,174.0,0.19847088925165127,161.0,0.17506634849280883,172.0,0.040564079780172124,195.0,0.1967873706222527,165.0
91951,0.1557424543925661,205.0,0.1776314888778982,187.0,0.1461720284674259,195.0,0.037607604271237445,202.0,0.18384024111992145,181.0
15097,0.16923804630790515,194.0,0.1741312774708757,190.0,0.15891783886017188,190.0,0.04118198572842466,193.0,0.17955204400191294,186.0
34757,0.247553541919084,109.0,0.2053708607019965,149.0,0.21097761404439364,116.0,0.0463774850121357,170.0,0.20037502222296477,162.0
17477,0.1936296502272039,175.0,0.18128578354467517,180.0,0.17888093387703569,167.0,0.045669431777977665,175.0,0.18336014511960008,182.0
15098,0.2509941161961336,103.0,0.22131225479435612,116.0,0.22037700659418386,99.0,0.04750684489465558,163.0,0.20905696205247057,146.0
11027,0.24778691537138006,107.0,0.21815599511160647,126.0,0.21825088894359002,101.0,0.047271770797376544,164.0,0.20693406169123554,154.0
10999,0.2942994286184207,53.0,0.2754180113835694,49.0,0.27241769232241525,43.0,0.11543951998114792,56.0,0.22871721040524684,125.0
10968,0.21059836491321896,160.0,0.19817016328797382,163.0,0.18995239797317554,146.0,0.0443777006950827,180.0,0.19460529488508957,168.0
10967,0.4483484544384696,2.0,0.45846712694446706,9.0,0.43150344343825087,7.0,0.21560044257437272,27.0,0.5087375161155054,14.0
91917,0.15012319378411668,206.0,0.1552738045850712,202.0,0.145970129997539,196.0,0.037347936708695545,203.0,0.16765641232009126,193.0
15090,0.300082063582803,46.0,0.24865814279175802,75.0,0.24816293428855252,62.0,0.07832630036624876,88.0,0.2865902770521401,52.0
92788,0.27520069872123243,75.0,0.26612473337858983,59.0,0.25000945775436806,60.0,0.10746076894337106,66.0,0.3472525953102281,34.0
96946,0.26334709899312275,96.0,0.2842034781339805,44.0,0.25314372665079393,56.0,0.14924459933202566,45.0,0.24776747802794363,95.0
11860,0.290744514868581,55.0,0.23779791277724993,88.0,0.23736120528086888,76.0,0.06423298638995298,118.0,0.2508392215563191,88.0
96411,0.1951454669128991,172.0,0.15411773018007177,203.0,0.1506977369088624,192.0,0.040802820095661184,194.0,0.14571333237942427,201.0
96410,0.2215774702640439,143.0,0.16224156702636985,199.0,0.17055686113077745,180.0,0.03771346598913745,200.0,0.14975719009674324,198.0
96409,0.1807289479172406,189.0,0.14152559430202347,206.0,0.14150755361828182,200.0,0.034773571388676504,206.0,0.13671145808592586,204.0
96401,0.18664936683239094,184.0,0.1465376429994492,204.0,0.1452432036249571,197.0,0.03769255953272263,201.0,0.1403522516843406,202.0
96399,0.32850017659876185,28.0,0.3187215330218549,30.0,0.30795696964796937,28.0,0.1856421816878825,34.0,0.2681879048616146,66.0
96398,0.3112418849752031,37.0,0.30186021718466094,35.0,0.2952903220786511,32.0,0.17608058609511104,37.0,0.2573904418370507,78.0
96397,0.30443031444391055,40.0,0.2955504452352031,38.0,0.28649376667133053,36.0,0.1517269064890322,43.0,0.2526745816090501,85.0
96936,0.22192225878530322,140.0,0.18186966583912456,179.0,0.17450039660051803,173.0,0.05984329753069871,132.0,0.20891727671368882,147.0
